name,GSM1620822,GSM1620823,GSM1620824,GSM1620819,GSM1620820,GSM1620821,GSM1620912,GSM1620913,GSM1620914,GSM1620915,GSM1620916,GSM1620917
RP11-644F5.11,5.121628,5.690349,5.334679,5.671412,7.32035,6.033888,5.054502,7.15715,8.249828,4.242265,4.913231,6.046151
RASL10B,5.952972,5.66769,5.883434,5.671412,5.854924,5.679572,6.921318,6.753722,6.722676,5.937896,5.739118,6.595843
HRCT1,9.107722,9.76559,10.65112,9.952169,10.076618,10.041272,6.790391,6.473868,8.045531,9.137794,9.032181,5.289136
ASB5,3.473919,3.911984,3.827979,3.272837,3.381672,4.076502,5.647047,5.094851,3.84468,4.074927,3.431209,4.225157
USHBP1,7.036519,6.217661,7.015443,6.109546,6.681193,6.498515,7.264211,7.649384,6.996067,6.471386,6.086764,7.665083
ASPRV1,4.556072,4.381383,4.409895,4.006119,4.484387,4.157074,6.786284,5.58999,5.287182,4.75451,4.575125,5.352785
SYNE4,4.673587,4.688773,4.837248,4.204519,4.12698,4.653442,6.266159,5.199828,4.529374,5.044543,4.856089,5.487929
ZNF280C,2.280225,2.029168,2.306905,2.61714,2.291181,2.193888,7.545984,7.514472,2.281797,2.218901,1.996845,2.440435
RP11-884K10.7,6.349425,6.296858,6.30424,5.879116,6.249187,6.206215,5.362734,7.002059,6.674516,7.602599,6.107783,6.852962
RP11-226L15.5,5.027527,4.852753,5.856358,5.223809,4.747994,6.233292,6.704886,4.835669,5.682711,4.412896,5.067725,4.885329
RP11-134G8.8,6.506342,8.498327,7.35995,7.119871,5.501636,6.635797,3.714394,6.291366,5.782084,4.59355,5.829617,5.288357
SNORD89,11.729937,7.582752,7.318956,7.31782,6.335501,7.449119,8.209292,5.181249,6.552727,9.1491,8.843472,7.749029
LOC102723779,10.077148,8.594848,8.441804,9.05892,8.139654,7.976779,8.265193,7.400956,4.739023,5.968508,8.225823,8.703985
FAM171A2,8.555261,7.599795,7.361221,7.203629,6.539984,6.563346,5.88241,4.237243,4.680256,5.426943,6.266344,6.110648
APCDD1L,3.942878,5.64551,3.784399,4.693,5.276949,3.928283,3.880924,5.483805,4.159146,4.03761,4.698967,4.293125
AX747730,6.216139,6.58045,6.632028,6.683342,5.800307,7.192863,7.12628,6.371135,7.438769,7.346692,5.868126,5.572319
GPAT2,5.807915,6.160897,6.593762,6.024813,4.899044,6.470778,3.658533,4.144723,5.531926,6.204263,6.31498,6.500225
C3orf70,6.193464,6.426837,6.088134,5.791444,5.934057,6.125989,6.213488,6.487138,6.1653,6.489575,6.03486,6.979146
ZNF425,4.200311,4.172854,4.322119,4.202068,4.85839,4.242216,4.59339,3.958708,5.013708,4.550517,4.242126,5.208508
MCEMP1,7.93225,8.569255,8.586912,8.482038,7.442386,7.756814,6.371089,7.799788,5.663585,7.612774,8.229272,6.260459
VPS37D,8.682762,7.727782,7.148216,7.60326,7.167557,7.113209,7.156816,6.546261,6.004635,6.641638,6.563294,5.968103
MIR34A,2.586142,2.350375,2.134488,2.019399,2.361522,2.134946,7.313744,5.136752,2.331055,2.717287,2.380403,3.211102
STARD7-AS1,4.494054,4.705378,4.634768,4.458472,4.374811,4.750976,5.76265,6.639722,5.517991,5.15574,4.949775,4.77577
PAXIP1-AS1,5.631828,5.841998,6.342803,6.1222,7.005672,5.430905,6.909999,6.420741,7.258914,7.98014,6.751183,6.574921
RGPD1,5.815778,6.004495,5.815077,5.660443,5.273239,5.886345,6.60096,4.75234,6.472551,5.904571,5.985006,6.193797
LINC01139,6.025864,5.73152,6.443265,6.298733,6.971298,6.510546,7.024566,6.22036,6.062856,6.375716,8.289709,6.355588
LINC00883,6.930068,7.124821,7.834849,7.618077,7.214612,7.56558,6.824681,5.522381,6.472551,5.683956,7.178385,5.694396
LOC101928963,8.281584,8.022064,8.100847,7.759425,7.750533,8.305129,5.759132,5.085514,3.571671,6.369698,7.980521,7.515042
ALKBH8,9.898568,8.578566,8.997018,8.158514,9.120603,8.675235,6.990878,6.207567,8.141351,7.934226,9.408834,9.530313
TMEM151A,2.421421,2.304607,2.162548,2.571753,2.265133,2.355409,2.711618,4.092189,2.475414,2.566116,2.546675,6.783158
LOC100507537,7.720224,8.302106,4.857371,7.162133,8.184021,7.361405,7.189311,6.897158,10.080894,7.695497,3.650961,8.820947
AK074476,6.576979,8.377411,7.780039,7.375296,6.724704,8.527302,4.632569,5.241268,6.512952,10.159067,8.364994,3.104482
ZNF567,10.429746,8.952164,9.152729,9.330283,8.554207,7.712446,4.001754,7.314492,6.357833,7.791706,8.984243,7.672676
RP11-465B22.8,4.647679,4.718023,4.638648,4.542313,4.541052,4.989505,6.285052,5.279522,5.030204,5.405728,4.80104,5.678672
AC018766.6,3.480933,2.363443,2.920454,2.563755,3.937765,2.452265,3.644287,5.259247,3.15094,2.883841,3.225914,3.296464
USP46-AS1,3.180167,3.708644,4.389609,3.701128,3.767163,4.155072,6.716414,5.133497,4.420972,5.091107,3.436683,4.107321
DHFRL1,4.989336,5.584284,5.004511,6.233914,4.694404,5.890978,4.848706,4.182123,3.715683,3.944965,7.593807,7.095319
MTFMT,5.786638,5.519783,5.528651,5.607259,5.569099,5.548741,5.246611,6.073749,6.251183,6.060047,5.493395,6.322409
ZNF594,5.194543,5.33508,5.58577,5.95248,4.597889,5.68394,5.39988,5.92622,5.018472,4.324462,4.898837,6.229255
BC034319,3.917822,3.746062,5.347501,4.40478,2.805326,4.287725,3.719759,5.919984,3.5685,3.44254,3.090129,3.944963
REM2,5.488689,5.376762,5.287033,6.155603,6.304561,5.804225,5.965195,6.77804,4.412893,6.679458,6.34865,4.121521
KLB,6.358878,7.149709,7.937869,7.649589,5.503367,8.153372,6.715917,6.052037,4.598055,7.620087,7.428104,6.547115
GAS2L3,4.949291,5.430097,5.09586,4.829892,4.281199,3.551724,4.168547,7.272733,3.120729,3.858595,3.13466,4.050189
GAS5-AS1,4.976004,6.835809,5.008188,4.856446,5.740239,5.564546,6.465891,9.254554,6.838053,5.551204,4.776175,7.753944
SPRNP1,7.954861,8.8191,8.355805,8.08774,7.838226,9.087587,8.979098,7.847794,6.915942,9.406252,8.467298,6.977653
SRL,3.56207,3.155789,3.756759,3.204523,3.36259,3.179945,5.283942,7.679491,5.142918,2.806467,2.997977,3.317865
CRIP3,6.546223,4.247267,5.069511,4.150802,6.022746,5.177922,5.317738,5.384289,6.773458,5.406095,8.035913,4.986434
ZFP3,4.366019,5.0364,5.27409,5.159334,4.026046,5.321217,5.974483,6.706822,4.767707,4.810521,4.518405,4.178491
ZNF514,4.617604,4.532138,4.178374,4.193109,4.21556,4.042282,4.338217,4.523532,4.339128,4.425541,4.044767,4.116566
SMKR1,4.714857,4.755835,4.661914,4.374726,4.683972,4.768086,5.349303,5.285321,4.994381,4.633532,4.316094,5.189753
TSLP,4.792898,4.665454,5.24713,4.437701,5.050556,4.431605,4.311911,6.174485,4.700323,4.87431,5.410507,4.684065
LINC00849,7.374519,6.38645,6.85518,6.569101,6.118027,6.460548,5.396667,7.411421,4.620638,3.407916,5.300649,3.255836
VMO1,7.490176,7.974321,7.797703,7.290245,6.796046,7.962969,6.106433,6.058797,6.508491,5.900183,5.471879,5.633028
AC008746.12,5.641504,5.504328,4.933299,5.208343,4.822245,6.564272,7.303784,4.770542,5.660178,5.044543,5.044543,5.076168
PNMA6A,2.364262,2.447994,2.272366,2.570405,2.229971,2.6105,4.994992,5.294839,2.537273,2.704891,2.282967,5.519213
BC023201,10.357435,9.785894,10.109859,10.057471,9.122528,10.067549,7.428861,7.875843,6.306632,6.202119,9.601459,9.293734
PPP3CB-AS1,5.546349,5.568816,5.259831,5.19642,4.811095,5.160876,7.114805,6.488485,6.974514,5.624184,5.274708,5.833861
RP5-991G20.4,5.794749,6.991138,5.77757,6.489123,5.437447,4.915935,6.400331,6.271761,4.111661,6.14775,6.313399,7.073381
TMEM170B,5.276947,7.490536,5.131497,5.823605,5.477718,5.625218,6.148437,5.724852,6.141412,5.695899,5.399184,6.132324
RP11-539I5.1,6.177501,6.345535,6.209891,5.8218,5.865448,5.986032,6.40421,8.36413,7.165196,6.661193,6.220981,6.790368
LIN54,9.256729,8.973389,8.862476,9.051986,8.598455,8.426436,8.052318,5.954642,6.289016,7.981457,9.301717,9.33235
ZNF182,4.849106,5.131577,5.269599,5.193307,4.863189,4.98545,5.782113,4.88456,5.077002,5.488008,4.721711,5.030785
CNEP1R1,5.594802,6.554832,6.695722,8.257655,6.689569,6.494843,5.192039,6.588628,8.197409,4.317312,8.74967,9.424664
RGL4,4.154903,4.890224,4.535524,4.483219,3.607825,4.319599,6.345671,6.522225,4.284383,4.09064,3.94916,4.839091
VSTM1,5.825588,6.243503,5.511714,6.041476,4.66479,5.31466,4.835791,5.076703,5.475161,6.262098,6.280093,5.208964
AP001171.1,8.729845,8.684261,8.813381,8.500972,7.859886,8.882191,6.267248,6.535374,5.612563,8.229205,8.39348,5.989391
LOC101927330,9.526409,8.993593,9.435406,9.663118,8.328786,9.488636,5.39953,5.402455,6.184552,9.58807,10.094733,8.857819
LOC101928954,8.885924,8.84059,9.210283,8.72996,8.985445,8.812986,8.305561,7.674163,8.754837,7.442637,8.687688,8.384668
PRELID2,4.522453,4.985018,4.712048,4.847174,6.756908,4.24641,4.548005,7.968185,5.209115,5.055956,4.48722,6.72608
CAHM,4.465531,3.867833,4.231678,3.469393,4.35166,4.222304,5.683737,6.701589,7.712552,4.232753,3.545781,4.672001
RP11-180N14.1,5.135908,5.211628,4.91844,4.21771,6.508344,4.865729,6.12232,6.878919,4.881093,4.87472,4.605217,5.061737
NKX6-2,6.03376,5.624661,6.710043,5.467129,5.923021,6.851651,5.887512,6.894485,6.637811,8.421794,5.675761,5.500125
CTD-2619J13.17,5.265234,6.008138,6.273594,5.585953,5.394611,5.286386,6.294567,6.249071,7.327765,6.562207,5.788377,7.409554
SP5,5.268277,4.957994,5.528298,4.807174,4.627531,5.289269,7.441941,7.07264,4.314196,4.114695,4.205649,5.053832
KCTD11,2.275943,2.896184,3.482277,3.195931,4.084462,2.601852,4.076625,6.778561,8.364804,3.018604,2.620768,6.621868
JSRP1,5.569907,5.58142,5.565033,5.348222,5.528168,5.438654,4.725499,5.705709,6.549453,5.953682,5.570004,6.60747
C9orf85,5.02478,5.690389,5.42684,5.512135,4.748143,4.34843,5.51698,5.474501,5.00385,4.257222,5.512241,4.802679
LIPH,4.009415,3.869325,3.65149,4.104141,3.860581,4.012835,5.814624,7.13726,4.685608,4.810958,4.290059,5.138473
PRSS35,6.053144,6.578425,5.878921,6.105606,5.976813,6.392783,6.606127,7.303482,6.357833,6.799028,5.427581,6.101166
LOC644794,6.532702,6.176574,6.175246,6.300745,6.474355,6.438976,6.986979,7.565659,6.945985,6.872219,6.169678,6.946035
LOC100505666,6.243721,7.162045,6.747771,6.741547,6.705603,4.886257,5.952125,6.524963,5.856182,4.886257,5.597166,5.561666
C11orf92,4.667951,4.15267,4.492874,4.506216,4.77424,4.39755,8.411847,5.621476,4.284383,4.697285,4.086492,5.861184
MIEF2,6.889088,6.738849,8.285543,6.865697,5.290971,4.072475,5.726596,5.133653,2.983362,5.676103,3.630097,2.440654
LOC102723845,6.765855,6.302241,5.928963,6.473295,5.084842,6.654212,4.853174,5.588066,4.858385,6.017906,6.624956,4.70931
SPNS3,5.393447,5.861865,6.398931,5.376049,5.141648,5.537274,6.615308,7.545743,5.337042,5.708668,5.3612,6.215517
RP11-589P10.5,2.730104,2.743753,2.823544,2.631561,2.917493,3.02441,4.781525,6.925669,2.916266,3.055739,2.378493,2.933801
UGT3A1,7.992157,8.247723,8.052169,7.832383,7.800877,8.208971,7.540596,7.253213,7.098602,6.289355,7.724602,8.891041
YPEL4,3.291778,3.07142,3.835555,3.147753,3.564117,3.205298,4.278869,4.209083,3.14671,2.9054,2.99464,3.482683
LOC102723721,6.684948,6.288502,6.717459,6.486767,6.37408,6.360679,5.562364,6.452377,5.532236,7.336206,6.974398,6.673166
FLJ32154,8.72023,9.225037,9.104833,8.827876,9.183388,8.934636,4.755062,7.525896,6.701052,6.5629,7.439255,5.727162
NAPA-AS1,3.30197,2.82045,3.235689,2.61714,2.801417,3.17178,5.555435,4.047309,3.576722,3.557863,2.842727,3.739097
LRRC73,5.339664,5.408689,5.517934,5.052059,4.773525,4.814654,5.667496,6.883683,4.860715,5.701378,4.985303,5.616041
LINC00925,5.191603,5.407855,5.565976,5.54473,6.000542,5.301187,8.187676,7.350205,6.426257,5.694288,5.519328,6.034215
RP1-228H13.5,5.222194,5.439198,5.066405,5.031114,4.85035,4.730729,5.812883,6.261432,5.090858,5.419336,5.054405,5.39217
HMCN1,5.418637,5.724898,5.372577,5.465817,5.256928,5.234661,5.722526,5.880103,6.161692,6.017171,5.53319,6.397448
LOC101930067,4.080226,3.994403,4.128062,4.04502,4.09639,4.273383,5.034617,5.085946,4.668547,4.93107,4.628723,4.433348
RIMKLA,5.083318,5.372049,5.18152,4.770007,4.568858,5.26715,6.316452,5.593741,5.731966,5.517586,5.042951,4.933873
ZNF610,4.444167,6.392069,5.583921,5.778613,3.139297,4.650614,6.272951,4.640312,5.632162,3.901329,5.771911,7.127585
PLA2G4F,3.323172,2.693279,2.815471,2.124874,2.452426,2.555576,2.861724,4.394426,2.485368,7.295117,5.224128,9.596381
RP11-448A19.1,3.404101,4.723001,2.654958,3.376732,4.899898,2.91646,3.946031,5.770669,3.689094,2.719075,2.617914,3.877459
C8orf22,5.011706,4.772536,4.954409,4.210829,4.882604,4.850159,4.556409,5.767885,5.372798,4.394009,4.689982,5.475007
FCRL1,3.053654,2.920695,3.176237,3.338444,2.809415,3.385123,5.803478,4.574862,3.185423,2.8801,3.210342,3.112387
OR2I1P,5.067829,5.108035,4.989522,4.650736,5.030185,4.736027,7.537062,6.893215,5.489569,5.395364,4.929106,5.777783
RP11-305L7.3,5.397641,5.16273,6.319742,5.281607,5.33635,5.382453,6.519839,4.989714,5.940095,5.815283,5.590063,6.644534
MKX,2.875876,2.851781,3.038957,3.026999,3.258325,3.64475,4.678955,6.704662,4.922471,8.370176,3.101751,6.632081
ADAL,6.588483,6.2729,6.26359,6.769663,6.405179,5.909794,5.949373,5.892607,4.067542,3.650891,6.903944,6.427011
SFR1,2.833442,2.576577,3.056803,2.959146,3.028498,2.961976,5.940767,4.128446,3.048997,5.345984,2.75103,3.776555
RCOR2,4.470102,4.109018,5.130416,4.966663,3.55516,4.238662,5.195761,6.060319,3.901597,4.4703,3.560951,4.927844
FAM212B-AS1,4.414494,4.181493,3.979505,3.826263,4.398242,3.922412,6.051369,5.717378,4.887218,3.862392,3.770285,5.580391
LYPD5,5.265228,5.20875,4.738563,4.910362,4.775378,4.715376,6.836674,7.673811,5.637921,4.789736,5.389127,5.646092
XAGE3,9.777177,9.146858,9.039372,9.11754,9.128535,8.808435,6.884381,5.605074,7.604132,8.69214,9.661271,10.643245
LOC100130219,6.379365,5.976075,6.134448,5.810846,6.049017,6.066994,6.657312,7.51589,7.181752,6.276435,5.948216,6.760131
PPAPDC1A,3.437875,5.38725,3.718875,4.356218,4.106861,3.732557,6.876777,7.680859,4.827848,4.161434,3.831825,4.315624
LHFPL1,5.517543,5.331535,5.610344,4.840638,5.426918,5.44127,5.949466,6.598626,6.429285,5.750405,5.5148,6.362091
LMNTD2,5.090712,4.991217,5.238239,4.837534,5.416753,5.361737,5.636188,7.282532,6.58946,6.273165,4.991665,5.837597
LOC100128653,2.317722,2.590628,2.597735,2.661473,2.935906,2.322369,3.639984,5.224694,2.537273,2.461557,4.15198,2.630482
RP11-635N19.1,3.120601,3.066116,2.476035,2.915306,2.737454,2.904881,5.741367,7.871067,3.651499,3.528812,3.149133,3.920473
DQX1,3.527114,3.787485,4.259278,3.585958,4.015832,3.497325,4.555387,5.719355,4.096872,4.090037,3.705464,3.925048
KDF1,6.087061,6.477357,6.208312,5.98927,5.735859,6.434531,6.686489,7.197826,6.084134,6.30913,5.994835,6.770128
LOC100130428,5.425935,5.866637,5.956317,5.668643,5.425603,6.538565,5.31528,6.783902,6.252594,6.076219,5.339455,7.169852
CTD-2619J13.13,7.164842,7.098255,6.803006,6.327293,7.069029,6.422237,7.06914,6.081345,6.153902,5.593279,5.642338,6.057623
C2orf81,4.495181,4.587847,4.607719,4.611823,5.066137,4.857938,5.516239,5.745679,6.160842,4.914262,4.364307,5.653815
C9orf135-AS1,4.096443,5.514595,4.601648,4.611147,4.309137,4.640475,5.989191,6.239334,4.811041,5.114633,4.557151,5.011219
LOC101928000,5.992461,6.027757,5.493829,5.860413,5.250079,6.501569,6.243522,7.258467,5.376751,4.165757,6.011546,6.818259
LOC257396,5.546737,5.681642,5.633942,5.078405,5.530352,5.741903,6.440131,9.174378,5.990099,5.674695,5.698578,5.95013
LOC202025,6.68429,7.124807,6.396897,6.412914,6.38451,6.047256,7.288684,7.090639,6.691844,6.752805,6.19879,6.928918
LOC100507670,3.16736,2.882933,2.806242,2.922322,3.497174,2.99586,3.726889,6.81283,3.077451,3.2262,2.919528,3.504699
BCL2L15,5.713282,6.760146,6.178963,6.660756,6.452034,6.307631,7.31077,7.085825,4.958048,4.578887,8.112798,5.364398
CAPSL,3.526342,2.792777,3.394603,3.575812,3.859477,2.783552,4.791272,3.878372,4.594801,3.140528,3.143131,3.289676
BC063675,9.965323,10.118769,10.209291,9.687974,10.105295,10.243761,8.257547,7.989944,9.192867,8.119915,9.783708,10.123824
SMIM6,4.538047,4.937201,5.16994,5.113626,5.044397,4.985673,5.579333,6.75055,5.368881,5.654585,4.873935,5.227001
LOC100126784,4.14228,3.928863,3.444288,5.165169,5.580391,5.516395,3.950551,5.234099,4.7694,5.011452,5.169202,3.844475
RP11-50B3.4,4.202531,4.481376,4.054134,3.767757,5.821943,4.227634,6.704484,7.16871,4.755669,6.96232,3.975827,4.72652
RP11-341N2.1,6.361839,6.323038,6.316252,6.608237,6.357269,6.301506,7.174363,6.292276,5.814215,6.079162,6.250099,6.91299
LINC01096,4.075267,3.680695,3.622851,3.364178,3.629426,3.723517,4.67475,8.19856,3.830359,4.329583,3.778882,4.428855
GATA6-AS1,5.110499,5.007709,5.332557,4.84906,4.828083,5.200458,5.972764,5.140917,5.484807,5.082065,5.169594,5.288809
SPRR2G,5.70686,5.353601,5.453936,5.503907,5.139654,5.759186,6.867427,6.125648,5.924809,3.201235,5.231264,4.551264
LOC153546,2.826235,2.886828,3.079214,2.351424,2.802095,3.137076,5.741751,3.280754,2.853496,3.024717,2.918005,5.520719
SNORA37,3.730679,3.984056,4.099852,3.568976,5.155193,3.892413,6.199491,7.084525,6.515033,4.556117,5.158836,3.906533
RP11-2E11.9,4.964584,4.562187,4.387319,3.451411,4.251055,4.535162,5.061912,4.961807,5.491863,4.727615,4.943083,5.481596
AF086102,4.670713,4.502612,4.374407,4.51451,5.828229,4.766295,4.855195,6.944432,6.162731,5.49231,4.787015,5.341423
HYKK,4.587342,7.083431,6.037186,6.257088,5.516067,6.338786,6.123737,6.211762,6.117892,4.52361,5.635308,4.337416
PAGE5,4.137012,4.222564,3.616927,3.761715,4.322191,4.019405,5.19332,4.728005,5.692247,4.26461,3.889056,4.942471
CTD-2554C21.3,5.237198,6.381615,6.944358,4.837534,6.199722,5.670115,7.305445,6.166365,7.04172,5.098936,5.388636,5.9107
LOC102659288,3.529665,4.736778,5.019109,5.139909,4.471805,4.298575,6.16388,6.266913,4.044736,3.718679,4.880286,3.779559
RP11-77H9.8,4.294379,5.047922,3.984961,3.763125,4.706338,5.342808,7.340052,6.005438,4.952581,4.180804,3.126007,4.348823
LOC285147,5.588104,6.269755,6.101744,4.995006,5.741853,5.637564,5.573157,6.689101,5.707176,5.948571,5.630579,6.186707
RP11-44N11.3,4.57157,5.16273,4.19586,4.106457,6.791281,4.568922,6.521358,6.381927,7.800203,5.285249,4.771784,5.52387
RP11-379H18.1,4.511532,3.634339,3.517873,3.378919,3.874578,7.315014,8.416582,4.651099,4.601219,3.455797,3.560919,3.57227
RP11-79P5.9,3.708996,4.108183,3.289574,3.395218,3.256645,3.864235,3.799539,5.021393,4.005398,4.673905,3.767703,4.335331
RP4-794H19.1,7.622817,6.702732,7.752051,7.506036,6.280246,7.019549,6.42662,5.999619,3.35836,5.049884,8.443297,5.751903
LOC102723692,2.764028,2.865988,3.011764,2.710376,3.381467,2.933753,3.615108,4.746251,2.961643,3.070709,2.72219,3.284999
RP11-53O19.3,3.903196,4.498648,4.869851,4.460491,3.943937,4.501039,5.110792,5.468146,5.384431,5.208624,4.121045,4.801708
LINC01215,5.599014,6.129718,5.44578,5.833755,4.979985,5.502859,5.990477,6.700313,2.983355,4.083503,4.12004,3.998563
ABCC6P1,6.147942,6.501122,6.037186,6.255378,6.474355,5.771719,5.975192,7.36989,7.395987,6.547467,6.38061,7.106356
AC079305.10,8.299742,7.39314,7.076516,10.110291,7.624442,6.747313,5.379309,7.478386,6.736491,6.427335,6.559833,6.1197
PHOSPHO1,8.242089,8.602571,8.15246,8.634308,8.217436,7.644719,7.905472,7.332114,7.049125,5.731071,9.606754,9.646989
GGT6,9.473213,9.656379,8.893035,9.488642,9.014984,9.171669,9.112456,8.459113,5.422604,8.366998,9.470876,6.962796
BTLA,3.975043,3.926058,3.957736,4.014957,5.086276,4.230588,5.609912,6.706822,5.168759,4.310512,4.884421,6.041264
LOC100130744,5.697257,6.355926,6.47224,5.842194,4.580624,5.76923,6.104881,5.212252,5.432395,9.148097,5.554866,3.356314
LOC101928762,3.341363,3.712232,4.057705,3.670897,3.391252,3.388806,4.244496,4.269793,3.787027,3.792621,3.759622,4.05613
ODF3L1,4.373947,5.071249,5.008315,4.765464,4.760688,4.620086,7.874966,7.79062,5.358934,5.200288,5.024831,5.108832
LOC653160,7.782577,7.917615,7.838799,7.984932,8.273655,7.69781,5.165179,6.218685,6.201141,7.077353,9.226065,9.70245
RBBP8NL,3.615526,3.228808,3.877519,3.751689,3.767574,3.725861,6.529769,5.704827,4.614089,4.749893,3.933914,4.588739
ZNF628,8.532731,8.71473,8.920198,8.814765,8.241877,8.029666,7.330614,7.726973,7.913259,6.67456,7.69771,6.845039
LOC101927085,3.79162,4.09348,3.715882,3.740891,3.598193,4.103222,6.945241,7.133632,4.324171,4.407266,3.986689,4.148021
KRBA1,5.574227,6.012824,6.170979,5.664049,5.960858,5.808574,6.255091,5.799946,6.175924,6.508583,5.663981,6.258951
LOC101927420,6.189242,6.313735,6.245116,5.895896,5.873395,6.164525,7.462195,5.763008,6.460528,6.559866,6.043103,6.693565
LOC646214,5.547896,6.395561,6.225994,6.609743,5.85951,7.441407,6.4881,7.838138,5.1049,5.887953,5.187557,5.727521
LOC100506563,5.272449,5.082812,5.108331,4.982301,5.115418,5.28814,4.592298,6.561747,5.589357,5.627008,5.256933,5.962442
RDH5,5.827852,5.949735,6.267685,5.844398,5.710906,5.693202,4.973642,8.60214,5.448025,5.837887,5.43719,5.831555
NLRC3,4.138358,3.956368,4.794784,4.31964,5.929221,5.342808,6.817354,7.516001,4.879122,4.576306,5.90475,4.426907
LINC00702,8.837925,8.504724,8.889535,9.025998,8.909766,8.993985,6.831502,8.695469,9.164377,9.631475,9.522109,10.78745
RFESD,4.34895,4.013754,3.711232,3.946857,4.156041,3.761249,3.308231,4.818601,4.412893,4.188303,4.052928,4.773025
LOH12CR2,7.458783,6.261896,7.228173,7.180733,7.539075,7.750852,6.909966,6.577394,5.972234,5.360118,6.185684,7.719548
XXyac-YX155B6.7,11.125528,11.302288,11.785912,11.478699,11.054852,10.974164,5.851492,5.140207,9.46128,10.491927,10.882145,10.488784
FBLL1,2.699044,2.824528,2.968301,2.67412,3.06532,2.566517,5.367702,7.021824,2.952731,3.421219,2.752208,3.509868
CCDC17,4.212718,4.338679,4.461864,5.000523,4.357686,3.52654,4.208712,5.306403,2.75074,2.835348,3.123859,2.625679
PVRL3-AS1,3.231291,3.442075,3.544543,2.841541,3.120934,3.128939,3.477932,5.509062,3.208269,3.304617,2.883306,3.099808
ZNF285,5.851308,6.28622,7.158644,6.235743,6.458122,5.976724,7.435839,6.62329,4.30059,9.027664,7.388428,5.45566
BC045805,5.440654,5.467311,5.432739,5.242311,5.875814,5.263338,7.126078,7.045305,6.3098,5.917711,5.329355,6.413827
RP11-5C23.2,6.191411,7.083885,7.622537,7.084548,7.268385,9.819246,6.004406,8.238687,6.110874,5.364138,7.902454,6.432854
SYCP2L,3.284601,4.000715,3.591599,4.73354,6.999056,4.793805,4.951058,8.487106,7.791693,4.384049,3.175136,3.816168
MMAA,6.272007,5.847631,5.808809,5.206954,4.431929,4.144955,4.555518,4.645991,3.332353,8.717731,3.219026,3.19044
DPP10-AS1,3.248965,3.76314,3.867662,3.337838,3.731564,3.786894,4.246943,5.562716,3.928721,3.986148,4.021909,3.705085
VGLL2,7.4486,7.566134,7.771319,7.55756,6.864615,5.857539,6.605142,6.057184,7.665505,5.579723,6.843671,5.922072
LOC101927268,4.3739,4.714761,4.446635,4.056917,4.965788,4.866692,7.476172,7.390297,5.119825,4.502438,4.361535,4.802679
SCN4B,8.222826,8.330451,8.105168,7.923847,7.267757,8.562358,7.145688,4.144723,5.915131,8.295039,7.743232,4.393272
LOC440149,4.286752,4.697277,4.688559,5.055725,5.558003,4.19586,5.747764,5.859949,4.300379,4.200394,4.005787,4.698341
TMEM132D,4.357941,3.668382,4.337025,4.154951,3.876474,4.196897,4.243443,6.278146,6.726777,5.065792,4.492301,4.680417
CIB4,5.545357,5.837589,5.469155,5.8857,6.578474,5.839857,5.509825,6.288762,6.625773,5.430111,5.669409,6.513131
RP11-382B18.4,2.815282,2.893408,2.678606,2.531197,2.662371,2.7529,3.671305,7.066237,2.729824,2.937053,2.833362,2.909267
SUZ12P,5.445813,6.486279,5.668861,6.721006,4.704133,5.731659,6.07291,5.91212,4.856487,4.443192,6.653424,5.128665
CCNT2-AS1,2.784886,2.636032,2.665298,2.508697,2.572845,2.681357,5.577043,6.315551,3.54375,2.913872,2.537675,3.261754
A2MP1,3.442995,3.244228,3.380851,3.415741,3.351918,3.673062,6.547694,7.046102,4.374372,4.029284,3.365829,4.437487
LOC101927263,5.29391,5.134357,5.586867,5.211624,5.93495,5.73597,7.191445,6.74772,6.953852,4.65523,4.405128,8.561911
RP11-443B7.1,5.335663,4.788633,5.747432,3.313699,5.416283,4.963198,4.818599,4.422633,6.999929,2.747803,4.082976,4.140737
IDH1-AS1,6.115357,3.034222,3.157063,3.982212,2.915642,3.310132,3.686508,4.937261,3.328073,3.363775,2.959748,3.436487
THAP7-AS1,9.243021,6.763734,8.193421,8.074286,7.752683,8.562544,6.641502,7.103217,7.266103,5.366145,8.813441,6.906561
RP11-347D21.1,3.134967,2.845469,3.027643,3.16215,3.818023,2.947744,5.366983,7.659466,5.763364,3.551612,2.816551,3.206626
ANKRD45,4.374908,3.820756,3.97848,4.152314,6.758717,4.661266,5.98577,5.463136,5.037344,4.404763,5.398633,3.406873
TMED6,5.649333,5.602109,4.94822,5.251241,5.707437,5.362496,5.544817,6.513196,5.957138,5.9561,5.294979,5.945384
LOC100507656,3.525242,4.172854,3.613063,3.512326,3.544924,3.899494,4.020083,4.466205,3.895793,3.678883,3.718445,4.227342
C5orf66-AS1,4.511532,4.504248,4.590258,4.565233,4.319287,4.818564,4.636001,5.655487,5.271292,5.318106,4.797195,5.281748
AK097370,2.418612,2.651621,2.457589,2.555377,2.729277,2.317383,5.534106,7.674163,2.993952,2.94619,2.492248,2.600661
UNC5A,6.789518,7.768719,7.095566,7.489439,6.189363,7.001786,7.310834,5.464171,6.395283,6.465455,8.110849,7.978949
LOC100996579,6.440184,5.843801,6.192403,5.892209,5.119059,6.016111,6.908101,7.522542,5.961481,5.660647,5.17647,9.310839
